tyler_id,default_id,dex_number,species,form,name,other_forms,type1,type2,ability1,ability2,ability3,base_hp,base_atk,base_def,base_spa,base_dpd,base_spe,exp_yield,hp_yield,atk_yield,def_yield,spa_yield,spd_yield,spe_yield,class,male_%,female_%,catch_rate,base_friendship,evo_method,evo_condition,evo_time,special_evo,pre_evo,egg_group1,egg_group2,hatch_cycles,exp_group,eviolite
114,85,85,Dodrio,normal,Dodrio,,Normal,Flying,Run Away,Early Bird,Tangled Feet,60,110,70,60,60,100,165,0,2,0,0,0,0,Triple Bird Pokémon,0.5,0.5,45,70,Level,31,Any,,Doduo,Flying,,20,medium_fast,0
115,86,86,Seel,normal,Seel,,Water,,Thick Fat,Hydration,Ice Body,65,45,55,45,70,45,65,0,0,0,0,1,0,Sea Lion Pokémon,0.5,0.5,190,70,,,Any,,,Water 1,Field,20,medium_fast,1
116,87,87,Dewgong,normal,Dewgong,,Water,Ice,Thick Fat,Hydration,Ice Body,90,70,80,70,95,70,166,0,0,0,0,2,0,Sea Lion Pokémon,0.5,0.5,75,70,Level,34,Any,,Seel,Water 1,Field,20,medium_fast,0
117,88,88,Grimer,normal,Grimer,"normal, alola",Poison,,Stench,Sticky Hold,Poison Touch,80,80,50,40,50,25,65,1,0,0,0,0,0,Sludge Pokémon,0.5,0.5,190,70,,,Any,,,Amorphous,,20,medium_fast,1
118,833,88,Grimer,alola,Grimer (Alola Form),"normal, alola",Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,80,80,50,40,50,25,65,1,0,0,0,0,0,Sludge Pokémon,0.5,0.5,190,70,,,Any,,,Amorphous,,20,medium_fast,1
119,89,89,Muk,normal,Muk,"normal, alola",Poison,,Stench,Sticky Hold,Poison Touch,105,105,75,65,100,50,175,1,1,0,0,0,0,Sludge Pokémon,0.5,0.5,75,70,Level,38,Any,,Grimer,Amorphous,,20,medium_fast,0
120,834,89,Muk,alola,Muk (Alola Form),"normal, alola",Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,105,105,75,65,100,50,175,1,1,0,0,0,0,Sludge Pokémon,0.5,0.5,75,70,Level,38,Any,,Grimer (Alola Form),Amorphous,,20,medium_fast,0
121,90,90,Shellder,normal,Shellder,,Water,,Shell Armor,Skill Link,Overcoat,30,65,100,45,25,40,61,0,0,1,0,0,0,Bivalve Pokémon,0.5,0.5,190,70,,,Any,,,Water 3,,20,slow,1
122,91,91,Cloyster,normal,Cloyster,,Water,Ice,Shell Armor,Skill Link,Overcoat,50,95,180,85,45,70,184,0,0,2,0,0,0,Bivalve Pokémon,0.5,0.5,60,70,Stone,Water Stone,Any,,Shellder,Water 3,,20,slow,0
123,92,92,Gastly,normal,Gastly,,Ghost,Poison,Levitate,Levitate,Levitate,30,35,30,100,35,80,62,0,0,0,1,0,0,Gas Pokémon,0.5,0.5,190,70,,,Any,,,Amorphous,,20,medium_slow,1
124,93,93,Haunter,normal,Haunter,,Ghost,Poison,Levitate,Levitate,Levitate,45,50,45,115,55,95,142,0,0,0,2,0,0,Gas Pokémon,0.5,0.5,90,70,Level,25,Any,,Gastly,Amorphous,,20,medium_slow,1
125,94,94,Gengar,normal,Gengar,"normal, mega",Ghost,Poison,Cursed Body,Cursed Body,Cursed Body,60,65,60,130,75,110,225,0,0,0,3,0,0,Shadow Pokémon,0.5,0.5,45,70,Trade,,Any,,Haunter,Amorphous,,20,medium_slow,0
126,835,94,Gengar,mega,Gengar (Mega Gengar),"normal, mega",Ghost,Poison,Shadow Tag,Shadow Tag,Shadow Tag,60,65,80,170,95,130,270,0,0,0,3,0,0,Shadow Pokémon,0.5,0.5,45,70,Mega,,Any,,Gengar,Amorphous,,20,medium_slow,0
127,95,95,Onix,normal,Onix,,Rock,Ground,Rock Head,Sturdy,Weak Armor,35,45,160,30,45,70,77,0,0,1,0,0,0,Rock Snake Pokémon,0.5,0.5,45,70,,,Any,,,Mineral,,25,medium_fast,1
128,96,96,Drowzee,normal,Drowzee,,Psychic,,Insomnia,Forewarn,Inner Focus,60,48,45,43,90,42,66,0,0,0,0,1,0,Hypnosis Pokémon,0.5,0.5,190,70,,,Any,,,Human-Like,,20,medium_fast,1
129,97,97,Hypno,normal,Hypno,,Psychic,,Insomnia,Forewarn,Inner Focus,85,73,70,73,115,67,169,0,0,0,0,2,0,Hypnosis Pokémon,0.5,0.5,75,70,Level,26,Any,,Drowzee,Human-Like,,20,medium_fast,0
130,98,98,Krabby,normal,Krabby,,Water,,Hyper Cutter,Shell Armor,Sheer Force,30,105,90,25,25,50,65,0,1,0,0,0,0,River Crab Pokémon,0.5,0.5,225,70,,,Any,,,Water 3,,20,medium_fast,1
131,99,99,Kingler,normal,Kingler,,Water,,Hyper Cutter,Shell Armor,Sheer Force,55,130,115,50,50,75,166,0,2,0,0,0,0,Pincer Pokémon,0.5,0.5,60,70,Level,28,Any,,Krabby,Water 3,,20,medium_fast,0
132,100,100,Voltorb,normal,Voltorb,,Electric,,Soundproof,Static,Aftermath,40,30,50,55,55,100,66,0,0,0,0,0,1,Ball Pokémon,,,190,70,,,Any,,,Mineral,,20,medium_fast,1
133,101,101,Electrode,normal,Electrode,,Electric,,Soundproof,Static,Aftermath,60,50,70,80,80,150,172,0,0,0,0,0,2,Ball Pokémon,,,60,70,Level,30,Any,,Voltorb,Mineral,,20,medium_fast,0
134,102,102,Exeggcute,normal,Exeggcute,,Grass,Psychic,Chlorophyll,Chlorophyll,Harvest,60,40,80,60,45,40,65,0,0,1,0,0,0,Egg Pokémon,0.5,0.5,90,70,,,Any,,,Grass,,20,slow,1
135,103,103,Exeggutor,normal,Exeggutor,"normal, alola",Grass,Psychic,Chlorophyll,Chlorophyll,Harvest,95,95,85,125,75,55,186,0,0,0,2,0,0,Coconut Pokémon,0.5,0.5,45,70,Stone,Leaf Stone,Any,,Exeggcute,Grass,,20,slow,0
136,836,103,Exeggutor (Alola Form),alola,Exeggutor (Alola Form),"normal, alola",Grass,Dragon,Frisk,Frisk,Harvest,95,105,85,125,75,45,186,0,0,0,2,0,0,Coconut Pokémon,0.5,0.5,45,70,Stone,Leaf Stone,Any,,Exeggcute,Grass,,20,slow,0
137,104,104,Cubone,normal,Cubone,,Ground,,Rock Head,Lightning Rod,Battle Armor,50,50,95,40,50,35,64,0,0,1,0,0,0,Lonely Pokémon,0.5,0.5,190,70,,,Any,,,Monster,,20,medium_fast,1
138,105,105,Marowak,normal,Marowak,"normal, alola",Ground,,Rock Head,Lightning Rod,Battle Armor,60,80,110,50,80,45,149,0,0,2,0,0,0,Bone Keeper Pokémon,0.5,0.5,75,70,Level,28,Any,,Cubone,Monster,,20,medium_fast,0
139,837,105,Marowak (Alola Form),alola,Marowak (Alola Form),"normal, alola",Fire,Ghost,Cursed Body,Lightning Rod,Rock Head,60,80,110,50,80,45,149,0,0,2,0,0,0,Bone Keeper Pokémon,0.5,0.5,75,70,Level,28,Night,,Cubone,Monster,,20,medium_fast,0
140,106,106,Hitmonlee,normal,Hitmonlee,,Fighting,,Limber,Reckless,Unburden,50,120,53,35,110,87,159,0,2,0,0,0,0,Kicking Pokémon,1,0,45,70,Level,20,Any,,Tyrogue,Human-Like,,25,medium_fast,0
141,107,107,Hitmonchan,normal,Hitmonchan,,Fighting,,Keen Eye,Iron Fist,Inner Focus,50,105,79,35,110,76,159,0,0,0,0,2,0,Punching Pokémon,1,0,45,70,Level,20,Any,,Tyrogue,Human-Like,,25,medium_fast,0
142,108,108,Lickitung,normal,Lickitung,,Normal,,Own Tempo,Oblivious,Cloud Nine,90,55,75,60,75,30,77,2,0,0,0,0,0,Licking Pokémon,0.5,0.5,45,70,,,Any,,,Monster,,20,medium_fast,1
143,109,109,Koffing,normal,Koffing,,Poison,,Levitate,Levitate,Levitate,40,65,95,60,45,35,68,0,0,1,0,0,0,Poison Gas Pokémon,0.5,0.5,190,70,,,Any,,,Amorphous,,20,medium_fast,1
144,110,110,Weezing,normal,Weezing,,Poison,,Levitate,Levitate,Levitate,65,90,120,85,70,60,172,0,0,2,0,0,0,Poison Gas Pokémon,0.5,0.5,60,70,Level,35,Any,,Koffing,Amorphous,,20,medium_fast,0
145,111,111,Rhyhorn,normal,Rhyhorn,,Ground,Rock,Lightning Rod,Rock Head,Reckless,80,85,95,30,30,25,69,0,0,1,0,0,0,Spikes Pokémon,0.5,0.5,120,70,,,Any,,,Monster,Field,20,slow,1
146,112,112,Rhydon,normal,Rhydon,,Ground,Rock,Lightning Rod,Rock Head,Reckless,105,130,120,45,45,40,170,0,2,0,0,0,0,Drill Pokémon,0.5,0.5,60,70,Level,42,Any,,Rhyhorn,Monster,Field,20,slow,1
147,113,113,Chansey,normal,Chansey,,Normal,,Natural Cure,Serene Grace,Healer,250,5,5,35,105,50,395,2,0,0,0,0,0,Egg Pokémon,0,1,30,140,Holding,Oval Stone,Day,,Happiny,Fairy,,40,fast,1
148,114,114,Tangela,normal,Tangela,,Grass,,Chlorophyll,Leaf Guard,Regenerator,65,55,115,100,40,60,87,0,0,1,0,0,0,Vine Pokémon,0.5,0.5,45,70,,,Any,,,Grass,,20,medium_fast,1
149,115,115,Kangaskhan,normal,Kangaskhan,"normal, mega",Normal,,Early Bird,Scrappy,Inner Focus,105,95,80,40,80,90,172,2,0,0,0,0,0,Parent Pokémon,0,1,45,70,,,Any,,,Monster,,20,medium_fast,0
150,838,115,Kangaskhan,mega,Kangaskhan (Mega Kangaskhan),"normal, mega",Normal,,Parental Bond,Parental Bond,Parental Bond,105,125,100,60,100,100,207,2,0,0,0,0,0,Parent Pokémon,0,1,45,70,Mega,,Any,,Kangaskhan,Monster,,20,medium_fast,0
151,116,116,Horsea,normal,Horsea,,Water,,Swift Swim,Sniper,Damp,30,40,70,70,25,60,59,0,0,0,1,0,0,Dragon Pokémon,0.5,0.5,225,70,,,Any,,,Water 1,Dragon,20,medium_fast,1
152,117,117,Seadra,normal,Seadra,,Water,,Poison Point,Sniper,Damp,55,65,95,95,45,85,154,0,0,1,1,0,0,Dragon Pokémon,0.5,0.5,75,70,Level,32,Any,,Horsea,Water 1,Dragon,20,medium_fast,1
153,118,118,Goldeen,normal,Goldeen,,Water,,Swift Swim,Sniper,Damp,45,67,60,35,50,63,64,0,1,0,0,0,0,Goldfish Pokémon,0.5,0.5,225,70,,,Any,,,Water 2,,20,medium_fast,1
154,119,119,Seaking,normal,Seaking,,Water,,Swift Swim,Water Veil,Lightning Rod,80,92,65,65,80,68,158,0,2,0,0,0,0,Goldfish Pokémon,0.5,0.5,60,70,Level,33,Any,,Goldeen,Water 2,,20,medium_fast,0
155,120,120,Staryu,normal,Staryu,,Water,,Illuminate,Natural Cure,Analytic,30,45,55,70,55,85,68,0,0,0,0,0,1,Star Shape Pokémon,,,225,70,,,Any,,,Water 3,,20,slow,1
156,121,121,Starmie,normal,Starmie,,Water,Psychic,Illuminate,Natural Cure,Analytic,60,75,85,100,85,115,182,0,0,0,0,0,2,Mysterious Pokémon,,,60,70,Stone,Water Stone,Any,,Staryu,Water 3,,20,slow,0
157,122,122,Mr. Mime,normal,Mr. Mime,,Psychic,Fairy,Soundproof,Filter,Technician,40,45,65,100,120,90,161,0,0,0,0,2,0,Barrier Pokémon,0.5,0.5,45,70,Knows move,Mimic,Any,,Mime Jr.,Human-Like,,25,medium_fast,0
158,123,123,Scyther,normal,Scyther,,Bug,Flying,Swarm,Technician,Steadfast,70,110,80,55,80,105,100,0,1,0,0,0,0,Mantis Pokémon,0.5,0.5,45,70,,,Any,,,Bug,,25,medium_fast,1
159,124,124,Jynx,normal,Jynx,,Ice,Psychic,Oblivious,Forewarn,Dry Skin,65,50,35,115,95,95,159,0,0,0,2,0,0,Human Shape Pokémon,0,1,45,70,Level,30,Any,,Smoochum,Human-Like,,25,medium_fast,0
160,125,125,Electabuzz,normal,Electabuzz,,Electric,,Static,Static,Vital Spirit,65,83,57,95,85,105,172,0,0,0,0,0,2,Electric Pokémon,0.75,0.25,45,70,Level,30,Any,,Elekid,Human-Like,,25,medium_fast,1
161,126,126,Magmar,normal,Magmar,,Fire,,Flame Body,Flame Body,Vital Spirit,65,95,57,100,85,93,173,0,0,0,2,0,0,Spitfire Pokémon,0.75,0.25,45,70,Level,30,Any,,Magby,Human-Like,,25,medium_fast,1
162,127,127,Pinsir,normal,Pinsir,"normal, mega",Bug,,Hyper Cutter,Mold Breaker,Moxie,65,125,100,55,70,85,175,0,2,0,0,0,0,Stag Beetle Pokémon,0.5,0.5,45,70,,,Any,,,Bug,,25,slow,0
163,839,127,Pinsir,mega,Pinsir (Mega Pinsir),"normal, mega",Bug,Flying,Aerilate,Aerilate,Aerilate,65,155,120,65,90,105,210,0,2,0,0,0,0,Stag Beetle Pokémon,0.5,0.5,45,70,Mega,,Any,,Pinsir,Bug,,25,slow,0
164,128,128,Tauros,normal,Tauros,,Normal,,Intimidate,Anger Point,Sheer Force,75,100,95,40,70,110,172,0,1,0,0,0,1,Wild Bull Pokémon,1,0,45,70,,,Any,,,Field,,20,slow,0
165,129,129,Magikarp,normal,Magikarp,,Water,,Swift Swim,Swift Swim,Rattled,20,10,55,15,20,80,40,0,0,0,0,0,1,Fish Pokémon,0.5,0.5,255,70,,,Any,,,Water 2,Dragon,5,slow,1
166,130,130,Gyarados,normal,Gyarados,"normal, mega",Water,Flying,Intimidate,Intimidate,Moxie,95,125,79,60,100,81,189,0,2,0,0,0,0,Atrocious Pokémon,0.5,0.5,45,70,Level,20,Any,,Magikarp,Water 2,Dragon,5,slow,0
167,840,130,Gyarados,mega,Gyarados (Mega Gyarados),"normal, mega",Water,Dark,Mold Breaker,Mold Breaker,Mold Breaker,95,155,109,70,130,81,224,0,2,0,0,0,0,Atrocious Pokémon,0.5,0.5,45,70,Mega,,Any,,Gyarados,Water 2,Dragon,5,slow,0
168,131,131,Lapras,normal,Lapras,,Water,Ice,Water Absorb,Shell Armor,Hydration,130,85,80,85,95,60,187,2,0,0,0,0,0,Transport Pokémon,0.5,0.5,45,70,,,Any,,,Monster,Water 1,40,slow,0
169,132,132,Ditto,normal,Ditto,,Normal,,Limber,Limber,Imposter,48,48,48,48,48,48,101,1,0,0,0,0,0,Transform Pokémon,,,35,70,,,Any,,,Ditto,,20,medium_fast,0
170,133,133,Eevee,normal,Eevee,,Normal,,Run Away,Adaptability,Anticipation,55,55,50,45,65,55,65,0,0,0,0,1,0,Evolution Pokémon,0.875,0.125,45,70,,,Any,,,Field,,35,medium_fast,1
171,134,134,Vaporeon,normal,Vaporeon,,Water,,Water Absorb,Water Absorb,Hydration,130,65,60,110,95,65,184,2,0,0,0,0,0,Bubble Jet Pokémon,0.875,0.125,45,70,Stone,Water Stone,Any,,Eevee,Field,,35,medium_fast,0
172,135,135,Jolteon,normal,Jolteon,,Electric,,Volt Absorb,Volt Absorb,Quick Feet,65,65,60,110,95,130,184,0,0,0,0,0,2,Lightning Pokémon,0.875,0.125,45,70,Stone,Thunder Stone,Any,,Eevee,Field,,35,medium_fast,0
173,136,136,Flareon,normal,Flareon,,Fire,,Flash Fire,Flash Fire,Guts,65,130,60,95,110,65,184,0,2,0,0,0,0,Flame Pokémon,0.875,0.125,45,70,Stone,Fire Stone,Any,,Eevee,Field,,35,medium_fast,0
174,137,137,Porygon,normal,Porygon,,Normal,,Trace,Download,Analytic,65,60,70,85,75,40,79,0,0,0,1,0,0,Virtual Pokémon,0.875,0.125,45,70,,,Any,,,Mineral,,20,medium_fast,1
175,138,138,Omanyte,normal,Omanyte,,Rock,Water,Swift Swim,Shell Armor,Weak Armor,35,40,100,90,55,35,71,0,0,1,0,0,0,Spiral Pokémon,0.875,0.125,45,70,,,Any,,,Water 1,Water 3,30,medium_fast,1
176,139,139,Omastar,normal,Omastar,,Rock,Water,Swift Swim,Shell Armor,Weak Armor,70,60,125,115,70,55,173,0,0,2,0,0,0,Spiral Pokémon,0.875,0.125,45,70,Level,40,Any,,Omanyte,Water 1,Water 3,30,medium_fast,0
177,140,140,Kabuto,normal,Kabuto,,Rock,Water,Swift Swim,Battle Armor,Weak Armor,30,80,90,55,45,55,71,0,0,1,0,0,0,Shellfish Pokémon,0.875,0.125,45,70,,,Any,,,Water 1,Water 3,30,medium_fast,1
178,141,141,Kabutops,normal,Kabutops,,Rock,Water,Swift Swim,Battle Armor,Weak Armor,60,115,105,65,70,80,173,0,2,0,0,0,0,Shellfish Pokémon,0.875,0.125,45,70,Level,40,Any,,Kabuto,Water 1,Water 3,30,medium_fast,0
179,142,142,Aerodactyl,normal,Aerodactyl,"normal, mega",Rock,Flying,Rock Head,Pressure,Unnerve,80,105,65,60,75,130,180,0,0,0,0,0,2,Fossil Pokémon,0.875,0.125,45,70,,,Any,,,Flying,,30,slow,0
180,841,142,Aerodactyl,mega,Aerodactyl (Mega Aerodactyl),"normal, mega",Rock,Flying,Tough Claws,Tough Claws,Tough Claws,80,135,85,70,95,150,215,0,0,0,0,0,2,Fossil Pokémon,0.875,0.125,45,70,Mega,,Any,,Aerodactyl,Flying,,30,slow,0
181,143,143,Snorlax,normal,Snorlax,,Normal,,Immunity,Thick Fat,Gluttony,160,110,65,65,110,30,189,2,0,0,0,0,0,Sleeping Pokémon,0.875,0.125,25,70,High friendship,,Any,,Munchlax,Monster,,40,slow,0
182,144,144,Articuno,normal,Articuno,,Ice,Flying,Pressure,Pressure,Snow Cloak,90,85,100,95,125,85,261,0,0,0,0,3,0,Freeze Pokémon,,,3,35,,,Any,,,Undiscovered,,80,slow,0
183,145,145,Zapdos,normal,Zapdos,,Electric,Flying,Pressure,Pressure,Static,90,90,85,125,90,100,261,0,0,0,3,0,0,Electric Pokémon,,,3,35,,,Any,,,Undiscovered,,80,slow,0
184,146,146,Moltres,normal,Moltres,,Fire,Flying,Pressure,Pressure,Flame Body,90,100,90,125,85,90,261,0,0,0,3,0,0,Flame Pokémon,,,3,35,,,Any,,,Undiscovered,,80,slow,0
185,147,147,Dratini,normal,Dratini,,Dragon,,Shed Skin,Shed Skin,Marvel Scale,41,64,45,50,50,50,60,0,1,0,0,0,0,Dragon Pokémon,0.5,0.5,45,35,,,Any,,,Water 1,Dragon,40,slow,1
186,148,148,Dragonair,normal,Dragonair,,Dragon,,Shed Skin,Shed Skin,Marvel Scale,61,84,65,70,70,70,147,0,2,0,0,0,0,Dragon Pokémon,0.5,0.5,45,35,Level,30,Any,,Dratini,Water 1,Dragon,40,slow,1
187,149,149,Dragonite,normal,Dragonite,,Dragon,Flying,Inner Focus,Inner Focus,Multiscale,91,134,95,100,100,80,270,0,3,0,0,0,0,Dragon Pokémon,1,0,45,35,Level,55,Any,,Dragonair,Water 1,Dragon,40,slow,0
188,150,150,Mewtwo,normal,Mewtwo,"normal, mega_x, mega_y",Psychic,,Pressure,Pressure,Unnerve,106,110,90,154,90,130,306,0,0,0,3,0,0,Genetic Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
189,842,150,Mewtwo,mega,Mewtwo (Mega Mewtwo X),"normal, mega_x, mega_y",Psychic,Fighting,Steadfast,Steadfast,Steadfast,106,190,100,154,100,130,351,0,0,0,3,0,0,Genetic Pokémon,,,3,0,Mega,,Any,,Mewtwo,Undiscovered,,120,slow,0
190,843,150,Mewtwo,mega,Mewtwo (Mega Mewtwo Y),"normal, mega_x, mega_y",Psychic,,Insomnia,Insomnia,Insomnia,106,150,70,194,120,140,351,0,0,0,3,0,0,Genetic Pokémon,,,3,0,Mega,,Any,,Mewtwo,Undiscovered,,120,slow,0
191,151,151,Mew,normal,Mew,,Psychic,,Synchronize,Synchronize,Synchronize,100,100,100,100,100,100,270,3,0,0,0,0,0,New Species Pokémon,,,45,100,,,Any,,,Undiscovered,,120,medium_slow,0
192,152,152,Chikorita,normal,Chikorita,,Grass,,Overgrow,Overgrow,Leaf Guard,45,49,65,49,65,45,64,0,0,0,0,1,0,Leaf Pokémon,0.875,0.125,45,70,,,Any,,,Monster,Grass,20,medium_slow,1
193,153,153,Bayleef,normal,Bayleef,,Grass,,Overgrow,Overgrow,Leaf Guard,60,62,80,63,80,60,142,0,0,1,0,1,0,Leaf Pokémon,0.875,0.125,45,70,Level,16,Any,,Chikorita,Monster,Grass,20,medium_slow,1
194,154,154,Meganium,normal,Meganium,,Grass,,Overgrow,Overgrow,Leaf Guard,80,82,100,83,100,80,236,0,0,1,0,2,0,Herb Pokémon,0.875,0.125,45,70,Level,32,Any,,Meganium,Monster,Grass,20,medium_slow,0
195,155,155,Cyndaquil,normal,Cyndaquil,,Fire,,Blaze,Blaze,Flash Fire,39,52,43,60,50,65,62,0,0,0,0,0,1,Fire Mouse Pokémon,0.875,0.125,45,70,,,Any,,,Field,,20,medium_slow,1
196,156,156,Quilava,normal,Quilava,,Fire,,Blaze,Blaze,Flash Fire,58,64,58,80,65,80,142,0,0,0,1,0,1,Volcano Pokémon,0.875,0.125,45,70,Level,14,Any,,Cyndaquil,Field,,20,medium_slow,1
197,157,157,Typhlosion,normal,Typhlosion,,Fire,,Blaze,Blaze,Flash Fire,78,84,78,109,85,100,240,0,0,0,3,0,0,Volcano Pokémon,0.875,0.125,45,70,Level,36,Any,,Quilava,Field,,20,medium_slow,0
198,158,158,Totodile,normal,Totodile,,Water,,Torrent,Torrent,Sheer Force,50,65,64,44,48,43,63,0,1,0,0,0,0,Big Jaw Pokémon,0.875,0.125,45,70,,,Any,,,Monster,Water 1,20,medium_slow,1
199,159,159,Croconaw,normal,Croconaw,,Water,,Torrent,Torrent,Sheer Force,65,80,80,59,63,58,142,0,1,1,0,0,0,Big Jaw Pokémon,0.875,0.125,45,70,Level,18,Any,,Totodile,Monster,Water 1,20,medium_slow,1
200,160,160,Feraligatr,normal,Feraligatr,,Water,,Torrent,Torrent,Sheer Force,85,105,100,79,83,78,239,0,2,1,0,0,0,Big Jaw Pokémon,0.875,0.125,45,70,Level,30,Any,,Croconaw,Monster,Water 1,20,medium_slow,0
201,161,161,Sentret,normal,Sentret,,Normal,,Run Away,Keen Eye,Frisk,35,46,34,35,45,20,43,0,1,0,0,0,0,Scout Pokémon,0.5,0.5,255,70,,,Any,,,Field,,15,medium_fast,1
202,162,162,Furret,normal,Furret,,Normal,,Run Away,Keen Eye,Frisk,85,76,64,45,55,90,145,0,0,0,0,0,2,Long Body Pokémon,0.5,0.5,90,70,Level,15,Any,,Sentret,Field,,15,medium_fast,0
203,163,163,Hoothoot,normal,Hoothoot,,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,60,30,30,36,56,50,52,1,0,0,0,0,0,Owl Pokémon,0.5,0.5,255,70,,,Any,,,Flying,,15,medium_fast,1
204,164,164,Noctowl,normal,Noctowl,,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,100,50,50,86,96,70,158,2,0,0,0,0,0,Owl Pokémon,0.5,0.5,90,70,Level,20,Any,,Hoothoot,Flying,,15,medium_fast,0
205,165,165,Ledyba,normal,Ledyba,,Bug,Flying,Swarm,Early Bird,Rattled,40,20,30,40,80,55,53,0,0,0,0,1,0,Five Star Pokémon,0.5,0.5,255,70,,,Any,,,Bug,,15,fast,1
206,166,166,Ledian,normal,Ledian,,Bug,Flying,Swarm,Early Bird,Iron Fist,55,35,50,55,110,85,137,0,0,0,0,2,0,Five Star Pokémon,0.5,0.5,90,70,Level,18,Any,,Ledyba,Bug,,15,fast,0
207,167,167,Spinarak,normal,Spinarak,,Bug,Poison,Swarm,Insomnia,Sniper,40,60,40,40,40,30,50,0,1,0,0,0,0,String Spit Pokémon,0.5,0.5,255,70,,,Any,,,Bug,,15,fast,1
208,168,168,Ariados,normal,Ariados,,Bug,Poison,Swarm,Insomnia,Sniper,70,90,70,60,70,40,140,0,2,0,0,0,0,Long Leg Pokémon,0.5,0.5,90,70,Level,22,Any,,Spinarak,Bug,,15,fast,0
209,169,169,Crobat,normal,Crobat,,Poison,Flying,Inner Focus,Inner Focus,Infiltrator,85,90,80,70,80,130,241,0,0,0,0,0,3,Bat Pokémon,0.5,0.5,90,70,High friendship,,Any,,Golbat,Flying,,15,medium_fast,0
210,170,170,Chinchou,normal,Chinchou,,Water,Electric,Volt Absorb,Illuminate,Water Absorb,75,38,38,56,56,67,66,1,0,0,0,0,0,Angler Pokémon,0.5,0.5,190,70,,,Any,,,Water 2,,20,slow,1
211,171,171,Lanturn,normal,Lanturn,,Water,Electric,Volt Absorb,Illuminate,Water Absorb,125,58,58,76,76,67,161,2,0,0,0,0,0,Light Pokémon,0.5,0.5,75,70,Level,27,Any,,Chinchou,Water 2,,20,slow,0
212,172,172,Pichu,normal,Pichu,,Electric,,Static,Static,Lightning Rod,20,40,15,35,35,60,41,0,0,0,0,0,1,Tiny Mouse Pokémon,0.5,0.5,190,70,,,Any,,,Undiscovered,,20,medium_fast,1
213,173,173,Cleffa,normal,Cleffa,,Fairy,,Cute Charm,Magic Guard,Friend Guard,50,25,28,45,55,15,44,0,0,0,0,1,0,Star Shape Pokémon,0.25,0.75,150,140,,,Any,,,Undiscovered,,20,fast,1
214,174,174,Igglybuff,normal,Igglybuff,,Normal,Fairy,Cute Charm,Competitive,Friend Guard,90,30,15,40,20,15,42,1,0,0,0,0,0,Balloon Pokémon,0.25,0.75,170,70,,,Any,,,Undiscovered,,20,fast,1
215,175,175,Togepi,normal,Togepi,,Fairy,,Hustle,Serene Grace,Super Luck,35,20,65,40,65,20,49,0,0,0,0,1,0,Spike Ball Pokémon,0.875,0.125,190,70,,,Any,,,Undiscovered,,10,fast,1
216,176,176,Togetic,normal,Togetic,,Fairy,Flying,Hustle,Serene Grace,Super Luck,55,40,85,80,105,40,142,0,0,0,0,2,0,Happiness Pokémon,0.875,0.125,75,70,High friendship,,Any,,Togepi,Flying,Fairy,10,fast,1
217,177,177,Natu,normal,Natu,,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,40,50,45,70,45,70,64,0,0,0,1,0,0,Tiny Bird Pokémon,0.5,0.5,190,70,,,Any,,,Flying,,20,medium_fast,1
218,178,178,Xatu,normal,Xatu,,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,65,75,70,95,70,95,165,0,0,0,1,0,1,Mystic Pokémon,0.5,0.5,75,70,Level,25,Any,,Natu,Flying,,20,medium_fast,0
219,179,179,Mareep,normal,Mareep,,Electric,,Static,Static,Plus,55,40,40,65,45,35,56,0,0,0,1,0,0,Wool Pokémon,0.5,0.5,235,70,,,Any,,,Monster,Field,20,medium_slow,1
220,180,180,Flaaffy,normal,Flaaffy,,Electric,,Static,Static,Plus,70,55,55,80,60,45,128,0,0,0,2,0,0,Wool Pokémon,0.5,0.5,120,70,Level,15,Any,,Mareep,Monster,Field,20,medium_slow,1
221,181,181,Ampharos,normal,Ampharos,"normal, mega",Electric,,Static,Static,Plus,90,75,85,115,90,55,230,0,0,0,3,0,0,Light Pokémon,0.5,0.5,45,70,Level,30,Any,,Flaaffy,Monster,Field,20,medium_slow,0
222,844,181,Ampharos,mega,Ampharos (Mega Ampharos),"normal, mega",Electric,Dragon,Mold Breaker,Mold Breaker,Mold Breaker,90,95,105,165,110,45,275,0,0,0,3,0,0,Light Pokémon,0.5,0.5,45,70,Mega,,Any,,Ampharos,Monster,Field,20,medium_slow,0
223,182,182,Bellossom,normal,Bellossom,,Grass,,Chlorophyll,Chlorophyll,Healer,75,80,95,90,100,50,221,0,0,0,0,3,0,Flower Pokémon,0.5,0.5,45,70,Stone,Sun Stone,Any,,Gloom,Grass,,20,medium_slow,0
224,183,183,Marill,normal,Marill,,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,70,20,50,20,50,40,88,2,0,0,0,0,0,Aqua Mouse Pokémon,0.5,0.5,190,70,High friendship,,Any,,Azurill,Water 1,Fairy,10,fast,1
